,id,tweet,label,category,loc
65,'451187743201038336',"4.1 magnitude #earthquake. 126 km from Iquique, Tarapaca, #Chile http://t.co/UspdIkq1un",on-topic,earthquake,"{'word': 'Iquique', 'spans': [{'start': 39, 'end': 46}], 'country_predicted': 'CHL', 'country_conf': 0.96374094, 'geo': {'admin1': 'Tarapacá', 'lat': '-20.21326', 'lon': '-70.15027', 'country_code3': 'CHL', 'geonameid': '3887127', 'place_name': 'Iquique', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
66,'295795713701462016',My prayers go out to those who are affected by Queensland's worst flood.,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 47, 'end': 57}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
67,'336978507005558786',RT @paulymike: Prayers to Oklahoma from the Hawkeye state.... http://t.co/BovX7FKTjN,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 26, 'end': 34}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
70,'296870372790394880',Flood damage bill to top 2011 disaster: THE damage bill from the Queensland floods is expected to pass even the ... http://t.co/8rtv3hwF,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 65, 'end': 75}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
71,'325220861302947840',RT @osu45804: Dead Boston Terrorist Tamerlan Tsnarnaev once tried out for the U.S. Olympic Boxing team http://t.co/MqIIGSkHjb,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 19, 'end': 25}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
72,'297307861980164096',"@TenLateNews My thoughts go out to all of the flood and fire victims around Australia, stay strong",on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 76, 'end': 85}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
73,'325059893574914048',RT @NBCNews: 'I feel blessed': Boston Marathon runner who escaped bombing unscathed also witnessed Texas plant explosion http://t.co/rp1 ...,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 99, 'end': 104}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
74,'337031425998086144',"Our thoughts and prayers go out to the Oklahoma victims, and first responders. Please hug those you love.",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 39, 'end': 47}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
75,'382815237940187136',RT @kkfpk: Pic-18 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/y8HDyH3NOq,on-topic,earthquake,"{'word': 'Pakistan', 'spans': [{'start': 96, 'end': 104}], 'country_predicted': 'PAK', 'country_conf': 0.68758196, 'geo': {'admin1': 'NA', 'lat': '30', 'lon': '70', 'country_code3': 'PAK', 'geonameid': '1168579', 'place_name': 'Islamic Republic of Pakistan', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
76,'337368283466575872',"RT @rickygervais: “@MTVNews: Beyoncé, Rihanna & Katy Perry send prayers to #Oklahoma #PrayForOklahoma”\\I feel like an idiot now...I only s…",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 76, 'end': 84}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
78,'324723417523830784',"RT @CBSDFW: CBS 11 at the scene of West, Texas fertilizer explosion. Live Video: http://t.co/oZERgaexni Triage being moved from West Hig ...",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 41, 'end': 46}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
80,'336956813356445697',RT @CNN: Kevin Durant donates $1 million to Red Cross for Oklahoma tornado relief (from @BleacherReport): http://t.co/2FMEHg7tjj,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 58, 'end': 66}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
81,'324406159501053952',RT @Jackthelad1947: Expert blames right wing terrorists for Boston bombings. Meanwhile in Australia Alan Jones blames lefties. #auspol   ...,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 60, 'end': 66}], 'country_predicted': 'USA', 'country_conf': 0.9424436, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
82,'325199066390745088',"RT @NewsBreaker: BREAKING: AP: Surviving Boston bomb suspect identified as Dzhokhar A. Tsarnaev, 19, of Cambridge, Mass.",on-topic,bombing,"{'word': 'Dzhokhar', 'spans': [{'start': 75, 'end': 83}], 'country_predicted': 'RUS', 'country_conf': 0.9528109, 'geo': {'admin1': 'Chechnya', 'lat': '43.31195', 'lon': '45.68895', 'country_code3': 'RUS', 'geonameid': '558418', 'place_name': 'Groznyy', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
83,'295691152705847296',Flooding hits eastern Australia: Hundreds of homes are inundated and and several people reported missing as flood waters rise in the ...,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 22, 'end': 31}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
84,'295865505116471296',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/cEOWuaUs",on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 41, 'end': 50}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
85,'296100732833247233',Photos: Flood water rises in Australia:  http://t.co/356D3yfj,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 29, 'end': 38}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
86,'451190381158604800',#prayforChile #prayforIndonesia save us God.. save Ternate and Malang pls,on-topic,earthquake,"{'word': 'Malang', 'spans': [{'start': 63, 'end': 69}], 'country_predicted': 'IDN', 'country_conf': 0.957188, 'geo': {'admin1': 'East Java', 'lat': '-8.16667', 'lon': '112.66667', 'country_code3': 'IDN', 'geonameid': '1636713', 'place_name': 'Kabupaten Malang', 'feature_class': 'A', 'feature_code': 'ADM2'}}"
87,'296154069733629952',RT @AJEnglish: Deadly flood waters rise in eastern Australia http://t.co/UDIcfaPq,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 51, 'end': 60}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
88,'382837191509942272',RT @allaboutmqm: PhotoAlbum: #KKF send relief goods for #Balochistan #Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/wZNEDz1BSF,on-topic,earthquake,"{'word': 'Pakistan', 'spans': [{'start': 108, 'end': 116}], 'country_predicted': 'PAK', 'country_conf': 0.68758196, 'geo': {'admin1': 'NA', 'lat': '30', 'lon': '70', 'country_code3': 'PAK', 'geonameid': '1168579', 'place_name': 'Islamic Republic of Pakistan', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
89,'296147224080048129',Queensland counts flood cost as New South Wales braces for river peaks http://t.co/GKIh2bO2 #TheGuardian,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 0, 'end': 10}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
90,'382837450076217344',Very #Sad #News : 2 consecutive #Blasts in Qisa Khawani Bazar in #Peshawar #Pakistan currently reported dead 33... http://t.co/rqBEj7mLHY,on-topic,earthquake,"{'word': 'Pakistan', 'spans': [{'start': 76, 'end': 84}], 'country_predicted': 'PAK', 'country_conf': 0.68758196, 'geo': {'admin1': 'NA', 'lat': '30', 'lon': '70', 'country_code3': 'PAK', 'geonameid': '1168579', 'place_name': 'Islamic Republic of Pakistan', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
91,'296189583610241024',Deadly floodwaters rise in eastern Australia: At least four people dead as torrential rains severely flood sever... http://t.co/DXfdPg2M,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 35, 'end': 44}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
92,'325100007780909056',"RT @jbendery: So... 1) shots just fired at MIT as 2) a 7.0 earthquake hits Japan, within days of 3) Boston bombs 4) ricin 5) TX explosion.",on-topic,explosion,"{'word': 'Japan', 'spans': [{'start': 75, 'end': 80}], 'country_predicted': 'JPN', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '35.68536', 'lon': '139.75309', 'country_code3': 'JPN', 'geonameid': '1861060', 'place_name': 'Japan', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
94,'262658780876128258',"I'm at HURRICANEPOCALYPSE (Queens Village, NY) w/ 35 others http://t.co/LyPs6LgN",on-topic,hurricane,"{'word': 'Queens', 'spans': [{'start': 27, 'end': 33}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'New York', 'lat': '40.68149', 'lon': '-73.83652', 'country_code3': 'USA', 'geonameid': '5133273', 'place_name': 'Queens', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
95,'295709256643125249',BREAKING NEWS Queensland flood crisis unfolding - New Zealand Herald: Queensland flood crisis unfoldingNew Zeala... http://t.co/fGtRerIo,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 14, 'end': 24}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
96,'349233301749366784',RT @CBCAlerts: Calgary's 'very preliminary' damage estimate $3-5B: BMO  . Cautions it will 'take time to refine estimates.' #abflood,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 15, 'end': 22}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
97,'325079863390244864',RT @cnnbrk: #FBI ask for your help in identifying the 2 suspects in #Boston terror attacks. http://t.co/pcuskSgjaF,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 69, 'end': 75}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
98,'295889617813663744',"Brisbane, Logan prepare for flood (ABC) http://t.co/RKl0Ex58 #australia",on-topic,floods,"{'word': 'Brisbane', 'spans': [{'start': 0, 'end': 8}], 'country_predicted': 'AUS', 'country_conf': 0.96374094, 'geo': {'admin1': 'Queensland', 'lat': '-27.46794', 'lon': '153.02809', 'country_code3': 'AUS', 'geonameid': '2174003', 'place_name': 'Brisbane', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
99,'295454720921849856',Wow. So the Telstra network seems to be down all the way up the coast from Brisbane. I wonder if their POP has been damaged? :-/,on-topic,floods,"{'word': 'Brisbane', 'spans': [{'start': 75, 'end': 83}], 'country_predicted': 'AUS', 'country_conf': 0.96374094, 'geo': {'admin1': 'Queensland', 'lat': '-27.46794', 'lon': '153.02809', 'country_code3': 'AUS', 'geonameid': '2174003', 'place_name': 'Brisbane', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
101,'348147747137912833',@theCHIVERY please pass the word that Alberta is in a crisis flood. Keep those affected in your thoughts.,on-topic,floods,"{'word': 'Alberta', 'spans': [{'start': 38, 'end': 45}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '52.28333', 'lon': '-117.469', 'country_code3': 'CAN', 'geonameid': '5883102', 'place_name': 'Alberta', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
102,'262723444322471936',"RT @cnnbrk: NYC stopping subway, bus, train service as Hurricane #Sandy nears. http://t.co/tf7VoWGI",on-topic,hurricane,"{'word': 'NYC', 'spans': [{'start': 12, 'end': 15}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'New York', 'lat': '40.75054', 'lon': '-73.98605', 'country_code3': 'USA', 'geonameid': '9849552', 'place_name': 'Holiday Inn Express Nyc Herald Square 36Th St', 'feature_class': 'S', 'feature_code': 'HTL'}}"
103,'382825755492626432',"#Pakistan #News Final warning: Raise salaries or face contempt charges, IHC tells government http://t.co/KfF3bLacg5",on-topic,earthquake,"{'word': 'Pakistan', 'spans': [{'start': 1, 'end': 9}], 'country_predicted': 'PAK', 'country_conf': 0.68758196, 'geo': {'admin1': 'NA', 'lat': '30', 'lon': '70', 'country_code3': 'PAK', 'geonameid': '1168579', 'place_name': 'Islamic Republic of Pakistan', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
104,'325469891996033025',Examining work safety in light of the Texas fertilizer plant explosion http://t.co/ZwVuhlhRql,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 38, 'end': 43}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
105,'324721595765628928',"RT @BuzzFeedNews: Gripping Images Of The Explosion At A Fertilizer Factory Near Waco, Texas http://t.co/3wEufdRuKY http://t.co/3QvFbopKWJ",on-topic,explosion,"{'word': 'Waco', 'spans': [{'start': 80, 'end': 84}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.54933', 'lon': '-97.14667', 'country_code3': 'USA', 'geonameid': '4739526', 'place_name': 'Waco', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
106,'382820955682115585',An #earthquake simulating truck that can help save lives in New Zealand now on #DailyPlanet,on-topic,earthquake,"{'word': 'New Zealand', 'spans': [{'start': 60, 'end': 71}], 'country_predicted': 'NZL', 'country_conf': 0.89529574, 'geo': {'admin1': 'NA', 'lat': '-42', 'lon': '174', 'country_code3': 'NZL', 'geonameid': '2186224', 'place_name': 'New Zealand', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
107,'324863235549442048',Prayer Request: Please pray for everyone involved in the West Texas explosion... Thank you.,on-topic,explosion,"{'word': 'West Texas', 'spans': [{'start': 57, 'end': 67}], 'country_predicted': 'USA', 'country_conf': 0.6353264, 'geo': {'admin1': 'Texas', 'lat': '33.58689', 'lon': '-101.85096', 'country_code3': 'USA', 'geonameid': '5533417', 'place_name': 'Southwest Regional Specialty Hospital', 'feature_class': 'S', 'feature_code': 'HSP'}}"
108,'263396817796993025',"Shoes lost their owner after hurricane!  @ Manhattanville (Manhattan, NY) http://t.co/JAGaqPLP",on-topic,hurricane,"{'word': 'Manhattan', 'spans': [{'start': 59, 'end': 68}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'New York', 'lat': '40.79028', 'lon': '-73.95972', 'country_code3': 'USA', 'geonameid': '8479493', 'place_name': 'Manhattan', 'feature_class': 'T', 'feature_code': 'ISL'}}"
109,'336637806539579392',RT @KenWahl1: Friends-Please pray with me for the tornado victims in Oklahoma.They are having a very rough time & need all our spiritual he…,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 69, 'end': 77}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
110,'324739385788616704',"Fertiliser explosion video from Waco,Texas  http://t.co/BE0CJOPjkd",on-topic,explosion,"{'word': 'Waco', 'spans': [{'start': 32, 'end': 36}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.54933', 'lon': '-97.14667', 'country_code3': 'USA', 'geonameid': '4739526', 'place_name': 'Waco', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
111,'338854029637611520',I'm also praying for the famillies of the victims in Oklahoma .,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 53, 'end': 61}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
